ADM1_EN,ADM2_EN,a7,a8,a10_child,a10_adult,a10_elder,a11,a14,a9_male,a9_female,g5,g6,g8,g9,g19,g4,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,a13,g44,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,b5,b6,b7,g15_i,g15_ii,g15_iii,g29,g25,g26,g28,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g32,g35,c3,g56,g57,c2,g95,g94,g96,g97,g99,g98,b1,b3,g46,g102,g37,g38,g39,b2,g41,a16,a17,g85,g89,g68,g66,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,c9,g61,g62_i,g62_ii,g63,g51,g51b,a12,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g52,a22,a24,a25,a29,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_vii,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxii,a15_xxiii,a15_xxiv,g67,g73,g74,f7,f7b,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d12,d15,indicative
Kirkuk,Dibis,5.953846154,5.923076923,0.438076923,0.498382173,0.063540904,0.1875,0.1875,0.458644689,0.541355311,0.452380952,0.476190476,1,0.307692308,0.071428571,0.523809524,0,0,0.181818182,0.136363636,0.045454545,0,0,0,0,0.181818182,0.090909091,0.318181818,0,0.272727273,0.016129032,0,0.666666667,0.166666667,0.166666667,0,0.5,0.166666667,0,0.492307692,0.107692308,0.123076923,1,0,0,0.061538462,1,0,1,0.5,0,0,0,0.03125,0.125,0,0.0625,0.09375,0,0,1,0.4,0.107692308,0,0,0.076923077,1,1,0.061538462,1,1,1,0.553846154,0.636363636,0.811320755,0.723076923,0.169230769,0.323076923,0.507692308,0,1,0.015384615,0.738461538,0.661538462,0,0.015625,0.8,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0.285714286,0,0,0,0,0.276923077,0.246153846,0.030769231,0.030769231,0.015625,0,0,0,0,0,0,0.246153846,0.123076923,1,0.875,1,0.857142857,0,0,0,0,0.571428571,0.857142857,0.142857143,0,0,0,0,0,0,0,0.137931034,0,0.017241379,0,0,0,0,0,0,0.482758621,0.120689655,0.568965517,0.103448276,0.24137931,0,0,0,0,0,0.068965517,0.189655172,0,0.017241379,0,0.603448276,0.017241379,0.153846154,0,#N/A,0.446153846,0.261538462,0.753846154,0.092307692,0.015384615,0,0.569230769,0.553846154,0.061538462,0,0,0,0,0.907692308,0.123076923,0.030769231,0.461538462,0.107692308,0,0,0.692307692,0,0,0.507692308,0.507692308,0.446153846,0.8,0.169230769,0.107692308,0.015384615,0,0,0.169230769,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.846153846,0
Kirkuk,Kirkuk,5.441176471,5.448529412,0.435860177,0.496090103,0.06804972,0.190839695,0.190839695,0.479601424,0.520398576,0.595505618,0.606741573,0.992647059,0.213235294,0.04494382,0.393258427,0,0,0.111111111,0,0.055555556,0,0,0,0.083333333,0.138888889,0.138888889,0.527777778,0,0.166666667,0.00862069,0.146341463,0.782608696,0.086956522,0,0.217391304,0.304347826,0.260869565,0,0.580882353,0.264705882,0.102941176,0.992647059,0.007352941,0,0.441176471,0.955882353,0.338235294,0.948529412,0.608695652,0.010869565,0,0,0,0.010869565,0,0.380434783,0.184782609,0.010869565,0,0.911764706,0.433823529,0.132352941,0,0.014705882,0.029411765,1,0.963235294,0.367647059,1,0.963235294,1,0.611940299,0.590909091,0.861111111,0.669172932,0.198529412,0.463235294,0.411764706,0.014705882,0.926470588,0.102941176,0.75,0.5,0.036764706,0.102941176,0.654411765,0.007352941,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.007407407,0,0.007352941,0.007407407,0,0,0.166666667,0,0,0,0,0.242647059,0.227941176,0.022058824,0.022058824,0.014814815,0,0,0,0,0,0,0.566176471,0.147058824,1,0.951807229,0.987012987,0.666666667,0,0.333333333,0.333333333,0,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0.175572519,0.007633588,0.030534351,0.007633588,0.015267176,0.007633588,0,0,0,0.389312977,0.236641221,0.419847328,0.06870229,0.091603053,0.015267176,0.022900763,0.007633588,0.114503817,0.015267176,0.106870229,0.312977099,0,0,0,0.427480916,0.030534351,0.227941176,0,#N/A,0.132352941,0.102941176,0.669117647,0.014705882,0,0.014705882,0.727941176,0.742647059,0.205882353,0,0,0,0.007352941,0.867647059,0.345588235,0.022058824,0.441176471,0,0.014705882,0,0.647058824,0,0,0.757352941,0.676470588,0.066176471,0.882352941,0.036764706,0.007352941,0.007352941,0,0,0.051470588,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.845588235,0
Ninewa,Al-Baaj,7.106060606,6.954545455,0.49463655,0.482136046,0.023227404,0.060606061,0.045454545,0.521973271,0.478026729,0.739130435,0.739130435,0.96969697,0.287878788,0.086956522,0.260869565,0,0,0.916666667,0,0.083333333,0,0,0,0,0,0,0,0,0,0.016129032,0.363636364,0.666666667,0,0,0.111111111,0.555555556,0.333333333,0,0.212121212,0.106060606,0.015151515,0.984848485,0.015151515,0,0.742424242,0.96969697,0.257575758,0.96969697,0.777777778,0.044444444,0,0,0.044444444,0,0,0.577777778,0.111111111,0,0,0.575757576,0.363636364,0,0.03030303,0,0.045454545,0,0.939393939,0.818181818,0.939393939,0.924242424,0.984848485,0.666666667,1,0.216666667,0.924242424,0.590909091,0.666666667,0.045454545,0,0.96969697,0.136363636,0.484848485,0.454545455,0.015151515,0.03030303,0.803030303,0.03030303,0.5,0,0,0,0.5,0,0.5,0,0,0,0.261538462,0.076923077,0.015151515,0,0.206349206,0,#N/A,0,0,0,0,0.863636364,0.863636364,0,0,0,0,0,0,0,0,0,0.378787879,0.136363636,1,0.920634921,0.534482759,0.833333333,0,0,0.666666667,0,0.166666667,0.666666667,0,0,0,0,0,0,0,0,0.016666667,0,0,0.016666667,0,0,0,0,0,0.45,0.183333333,0.083333333,0,0.016666667,0,0,0,0,0,0.3,0.416666667,0,0,0,0.083333333,0,0.03030303,0,#N/A,0,0.045454545,0.863636364,0.712121212,0.196969697,0,0.121212121,0.803030303,0,0.03030303,0,0,0.045454545,0.772727273,0.53030303,0.257575758,0.424242424,0.121212121,0,0.333333333,0.378787879,0,0,0.5,0.666666667,0.712121212,0.287878788,0.045454545,0.272727273,0.272727273,0.060606061,0,0.015151515,0,0,0,0,0.015151515,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.015151515,1
Ninewa,Al-Hamdaniya,5.939393939,5.939393939,0.454950479,0.491766693,0.053282828,0.181818182,0.151515152,0.51220812,0.48779188,0.666666667,0.666666667,0.954545455,0.196969697,0.088888889,0.333333333,0,0,0.466666667,0.2,0.066666667,0,0,0.066666667,0,0.133333333,0,0.266666667,0.066666667,0,0,0.142857143,0.625,0,0.0625,0.25,0.375,0.1875,0,0.348484848,0.136363636,0.090909091,0.96969697,0.03030303,0,0.651515152,0.984848485,0.393939394,0.984848485,0.736842105,0.026315789,0,0,0,0.026315789,0,0.421052632,0.131578947,0.078947368,0,0.681818182,0.439393939,0.166666667,0.075757576,0.060606061,0.075757576,0.96969697,0.984848485,0.424242424,1,0.954545455,1,0.651515152,0.8,0.458333333,0.876923077,0.484848485,0.621212121,0.196969697,0.015151515,0.96969697,0.106060606,0.46969697,0.651515152,0.060606061,0.03030303,0.484848485,0.151515152,0.9,0,0,0.1,0.4,0,0,0,0,0,0.287878788,0.030769231,0.090909091,0,0.181818182,0,0.454545455,0,0,0,0,0.833333333,0.833333333,0.03030303,0,0,0,0,0,0,0,0,0.196969697,0.090909091,1,0.915254237,0.796296296,0.5,0,0,0.125,0,0,0.25,0,0,0.25,0.125,0,0,0,0.125,0.017241379,0.017241379,0,0.051724138,0,0,0,0,0,0.431034483,0.189655172,0.155172414,0,0.034482759,0,0.034482759,0,0.034482759,0.051724138,0.155172414,0.413793103,0,0,0,0.155172414,0,0.136363636,0,#N/A,0.015151515,0.121212121,0.636363636,0.106060606,0.212121212,0.045454545,0.454545455,0.560606061,0,0.015151515,0,0.03030303,0.136363636,0.681818182,0.227272727,0.106060606,0.424242424,0.121212121,0,0.181818182,0.409090909,0,0,0.424242424,0.5,0.772727273,0.333333333,0,0.166666667,0.196969697,0,0,0.090909091,0,0,0,0,0.106060606,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.075757576,1
Ninewa,Al-Hatra,5.762711864,5.762711864,0.475886684,0.50698868,0.017124636,0.186440678,0.186440678,0.488467136,0.511532864,0.87804878,0.87804878,0.949152542,0.016949153,0.024390244,0.12195122,0.6,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0.018181818,0.210526316,0.428571429,0,0,0.428571429,0.285714286,0.571428571,0,0.661016949,0.050847458,0,1,0,0,0.627118644,0.93220339,0.627118644,0.93220339,0.68,0.06,0,0.04,0,0,0,0.4,0.3,0.04,0,0.86440678,0.338983051,0.101694915,0.016949153,0.06779661,0.118644068,0.847457627,0.983050847,0.288135593,0.762711864,0.983050847,0.898305085,0.813559322,0.818181818,0.395833333,0.949152542,0.525423729,0.745762712,0.186440678,0,0.898305085,0.118644068,0.542372881,0.542372881,0.050847458,0.052631579,0.694915254,0.120689655,0,0.142857143,0,0,0.857142857,0,0,0,0,0,0.440677966,0.033898305,0.288135593,0.016949153,0.288135593,0,0.166666667,0,0,0,0,0.898305085,0.898305085,0.016949153,0,0,0,0,0,0,0,0,0.457627119,0.169491525,1,0.96,0.916666667,0.333333333,0,0,0.666666667,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0.036363636,0,0,0.018181818,0,0,0,0,0.018181818,0.418181818,0.472727273,0.527272727,0.054545455,0.236363636,0,0.109090909,0,0.018181818,0.018181818,0.236363636,0.509090909,0,0,0,0.563636364,0,0.254237288,0,0,0,0.457627119,0.779661017,0.06779661,0.084745763,0.050847458,0.338983051,0.610169492,0,0.220338983,0,0,0.084745763,0.830508475,0.389830508,0.13559322,0.593220339,0.033898305,0.016949153,0.06779661,0.322033898,0.033898305,0,0.525423729,0.576271186,0.491525424,0.576271186,0.084745763,0.237288136,0.152542373,0,0,0,0,0,0,0,0,0.016949153,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.050847458,1
Ninewa,Al-Mosul,6.017241379,5.948275862,0.440406193,0.541634036,0.01795977,0.103448276,0.103448276,0.528843522,0.471156478,0.833333333,0.833333333,1,0.103448276,0.023809524,0.166666667,0.142857143,0,0.428571429,0.285714286,0,0.142857143,0,0,0,0,0,0.285714286,0,0,0,0.071428571,0.6,0,0,0.1,0.7,0.4,0,0.637931034,0.086206897,0.086206897,0.965517241,0.034482759,0,0.706896552,0.982758621,0.706896552,0.982758621,0.68627451,0.039215686,0,0,0,0,0,0.411764706,0.31372549,0,0,0.965517241,0.413793103,0.086206897,0.068965517,0.086206897,0.137931034,0.931034483,1,0.344827586,0.844827586,0.982758621,0.965517241,0.810344828,0.6,0.3,0.896551724,0.586206897,0.793103448,0.120689655,0.034482759,0.948275862,0.137931034,0.465517241,0.603448276,0.068965517,0.086206897,0.517241379,0.145454545,0,0,0,0.25,0.75,0,0,0,0,0,0.465517241,0.017241379,0.224137931,0.017241379,0.310344828,0,0,0,0,0,0,0.913793103,0.913793103,0,0,0,0,0,0,0,0,0,0.362068966,0.103448276,0.981818182,0.82,0.926829268,0.9,0,0.2,0.4,0,0.1,0.8,0.1,0,0.2,0.2,0,0,0,0,0.020833333,0,0,0.041666667,0,0,0,0,0.020833333,0.4375,0.5625,0.645833333,0,0.416666667,0,0.020833333,0,0,0,0.229166667,0.354166667,0.020833333,0,0,0.645833333,0,0.448275862,0,1,0,0.448275862,0.896551724,0.051724138,0.086206897,0.086206897,0.5,0.534482759,0,0.103448276,0.017241379,0.017241379,0.051724138,0.827586207,0.413793103,0.137931034,0.448275862,0.017241379,0,0.068965517,0.293103448,0,0,0.534482759,0.413793103,0.534482759,0.568965517,0.068965517,0.293103448,0.137931034,0,0,0.017241379,0,0,0,0,0,0.017241379,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.189655172,1
Ninewa,Al-Shikhan,7.402515723,6.169811321,0.398322869,0.519030899,0.082646232,0.094202899,0.101449275,0.510658192,0.489341808,0.592920354,0.628318584,0.880503145,0.264150943,0.044247788,0.362831858,0.065217391,0,0.5,0.043478261,0.173913043,0,0,0,0.02173913,0.086956522,0.02173913,0.152173913,0,0.086956522,0,0.220779221,0.772727273,0.113636364,0.204545455,0.113636364,0.181818182,0.136363636,0,0.805031447,0.188679245,0.169811321,0.918238994,0.062893082,0.018867925,0.660377358,0.962264151,0.34591195,0.93081761,0.944,0,0,0,0.008,0.2,0,0.096,0.112,0,0,0.647798742,0.622641509,0.264150943,0.037735849,0.088050314,0.062893082,1,0.761006289,0.257861635,0.962264151,0.937106918,0.886792453,0.716981132,0.545454545,0.762711864,0.786163522,0.698113208,0.729559748,0.377358491,0.018867925,0.911949686,0.125786164,0.446540881,0.823899371,0.132075472,0.025157233,0.886792453,0.018867925,0.666666667,0,0,0,0.666666667,0,0,0,0.333333333,0,0.026315789,0,0.006410256,0.006451613,0,0,0.404761905,0,0,0,0,0.358490566,0.352201258,0,0.031446541,0.018987342,0,0.006329114,0,0,0.006289308,0,0.188679245,0.025157233,1,0.947368421,0.8828125,0.333333333,0,0,0.166666667,0,0.166666667,0.333333333,0.166666667,0,0.5,0,0,0.333333333,0,0,0.575163399,0.098039216,0.117647059,0.156862745,0.006535948,0,0,0,0,0.039215686,0.176470588,0.379084967,0.019607843,0.045751634,0,0.183006536,0.006535948,0.052287582,0.019607843,0.006535948,0.104575163,0,0,0,0.392156863,0.117647059,0.06918239,0,0.444444444,0.163522013,0.056603774,0.522012579,0.050314465,0.037735849,0.062893082,0.396226415,0.635220126,0.044025157,0.012578616,0,0.006289308,0.088050314,0.79245283,0.264150943,0.125786164,0.031446541,0.012578616,0,0.006289308,0.081761006,0,0,0.220125786,0.452830189,0.490566038,0.433962264,0.025157233,0.226415094,0.018867925,0.018867925,0,0.075471698,0,0,0,0,0,0.056603774,0.333333333,0.666666667,0,0,0,0,0.444444444,0.222222222,0,0,1,0,0,0.444444444,0.132075472,0
Ninewa,Aqra,8.402714932,6.601809955,0.45423605,0.492458566,0.053305384,0.077720207,0.051813472,0.507483063,0.492516937,0.578947368,0.584795322,0.945701357,0.194570136,0.01754386,0.409356725,0.166666667,0.013888889,0.277777778,0.097222222,0.111111111,0,0.027777778,0,0.069444444,0.111111111,0.027777778,0.180555556,0.013888889,0.111111111,0.026490066,0.2,0.842105263,0.184210526,0.236842105,0.052631579,0.131578947,0.052631579,0.026315789,0.791855204,0.221719457,0.162895928,0.932126697,0.049773756,0.018099548,0.628959276,0.963800905,0.407239819,0.963800905,0.93125,0.03125,0,0,0,0.2125,0,0.125,0.06875,0.00625,0,0.737556561,0.556561086,0.20361991,0.027149321,0.054298643,0.07239819,1,0.85520362,0.095022624,1,0.941176471,0.891402715,0.714932127,0.7,0.754491018,0.776255708,0.713636364,0.773755656,0.50678733,0,0.904977376,0.040723982,0.606334842,0.660633484,0.045248869,0.022624434,0.859728507,0.03196347,0.285714286,0,0,0.142857143,0.571428571,0,0,0,0,0,0.013953488,0.009174312,0.00913242,0.004524887,0,0,0.311111111,0.009090909,0.009090909,0,0,0.452488688,0.443438914,0.027149321,0.009090909,0.009090909,0,0,0,0,0,0,0.194570136,0.063348416,1,0.985148515,0.931034483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.598130841,0.210280374,0.126168224,0.219626168,0.009345794,0,0,0,0,0.074766355,0.14953271,0.140186916,0.023364486,0.088785047,0,0.102803738,0,0.060747664,0.009345794,0.009345794,0.126168224,0.009345794,0,0,0.163551402,0.126168224,0.027149321,0,0.3,0.194570136,0.063348416,0.502262443,0.013574661,0.013574661,0.022624434,0.393665158,0.705882353,0.027149321,0.013574661,0,0.009049774,0.085972851,0.755656109,0.230769231,0.149321267,0.049773756,0.018099548,0.009049774,0,0.036199095,0,0,0.153846154,0.497737557,0.542986425,0.429864253,0.018099548,0.190045249,0.018099548,0.022624434,0.018099548,0.040723982,0,0,0,0,0,0.090497738,0.25,0.1,0,0,0,0.35,0.05,0.35,0,0,0.9,0.05,0,0.352941176,0.076923077,0
Ninewa,Sinjar,6.119402985,6.119402985,0.458660162,0.5188274,0.022512438,0.045454545,0.045454545,0.547151149,0.452848851,0.851851852,0.851851852,0.880597015,0.223880597,0.055555556,0.148148148,0.25,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.166666667,0.75,0,0,0.2,0.45,0.25,0,0.567164179,0.044776119,0.029850746,0.970149254,0.029850746,0,0.925373134,0.985074627,0.597014925,0.985074627,0.6,0,0,0,0,0.044444444,0,0.533333333,0.244444444,0,0,0.641791045,0.402985075,0.059701493,0.029850746,0.089552239,0.059701493,0.641791045,0.955223881,0.567164179,0.940298507,0.955223881,0.955223881,0.731343284,1,0.283333333,0.955223881,0.492537313,0.537313433,0.104477612,0.014925373,0.940298507,0.194029851,0.447761194,0.641791045,0.029850746,0.164179104,0.71641791,0.179104478,0.083333333,0.166666667,0,0,0.75,0,0,0,0,0,0.276923077,0,0.046875,0,0.238095238,0,0.25,0,0,0,0,0.910447761,0.910447761,0,0,0,0,0,0,0,0,0,0.268656716,0.179104478,0.918032787,0.810344828,0.782608696,0.266666667,0,0.266666667,0.133333333,0,0.066666667,0.8,0.133333333,0,0.066666667,0,0,0.133333333,0.066666667,0,0.038461538,0.019230769,0,0.038461538,0,0,0,0.019230769,0.019230769,0.480769231,0.326923077,0.346153846,0,0.076923077,0,0.057692308,0.019230769,0,0,0.25,0.288461538,0,0,0,0.346153846,0,0.268656716,0.046511628,0.5,0.029850746,0.074626866,0.746268657,0.492537313,0.223880597,0.074626866,0.208955224,0.626865672,0,0.059701493,0,0,0.089552239,0.686567164,0.417910448,0.104477612,0.388059701,0.089552239,0,0.328358209,0.388059701,0.014925373,0,0.373134328,0.582089552,0.746268657,0.388059701,0.014925373,0.074626866,0.208955224,0,0,0.104477612,0,0,0,0,0.029850746,0.029850746,0,1,0,0,0,0.5,0,0,0,0,1,0,0,0.5,0.149253731,1
Ninewa,Telafar,6.467741935,6.483870968,0.448624628,0.511417615,0.039957757,0.080645161,0.064516129,0.509507965,0.490492035,0.795454545,0.795454545,0.951612903,0.306451613,0,0.204545455,0,0,0.444444444,0,0,0,0,0,0.111111111,0.111111111,0.111111111,0.444444444,0,0,0.018518519,0.4,0.714285714,0,0,0,0.5,0.142857143,0,0.403225806,0.048387097,0.064516129,1,0,0,0.693548387,0.967741935,0.532258065,0.967741935,0.717948718,0.025641026,0,0.025641026,0,0.025641026,0,0.692307692,0.205128205,0.051282051,0.025641026,0.596774194,0.419354839,0.096774194,0.016129032,0.016129032,0.048387097,0.758064516,0.935483871,0.580645161,0.790322581,0.919354839,1,0.596774194,0.5,0.218181818,0.903225806,0.532258065,0.629032258,0.096774194,0,0.967741935,0.177419355,0.35483871,0.661290323,0.112903226,0.177419355,0.725806452,0.112903226,0.285714286,0,0,0.142857143,0.857142857,0,0,0,0,0,0.310344828,0,0.083333333,0,0.214285714,0,0.166666667,0,0,0,0,0.903225806,0.903225806,0,0,0,0,0,0,0,0,0,0.274193548,0.129032258,1,0.94,0.744680851,0,0,0,0.75,0,0,0.75,0,0,0.5,0.25,0,0,0.25,0,0.034482759,0.034482759,0.017241379,0.086206897,0,0,0,0,0,0.396551724,0.379310345,0.413793103,0.051724138,0.086206897,0,0.017241379,0.017241379,0.017241379,0,0.224137931,0.396551724,0,0,0,0.448275862,0.017241379,0.306451613,0.023255814,#N/A,0.080645161,0.129032258,0.822580645,0.274193548,0.306451613,0.032258065,0.306451613,0.564516129,0,0.032258065,0,0,0.080645161,0.532258065,0.467741935,0.225806452,0.403225806,0.016129032,0,0.258064516,0.35483871,0,0,0.387096774,0.580645161,0.741935484,0.483870968,0,0.064516129,0.193548387,0,0,0.112903226,0,0,0,0.016129032,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.14516129,1
Ninewa,Tilkaef,5.578947368,5.578947368,0.453846738,0.511530721,0.034622541,0.105263158,0.105263158,0.506423255,0.493576745,0.794871795,0.794871795,0.964912281,0.087719298,0,0.205128205,0.25,0,0.125,0.125,0,0,0,0,0,0.125,0,0.5,0,0,0,0.25,0.5,0,0,0.333333333,1,0.5,0,0.50877193,0.087719298,0.052631579,0.964912281,0.035087719,0,0.754385965,0.929824561,0.684210526,0.929824561,0.782608696,0.043478261,0,0.02173913,0,0.065217391,0,0.456521739,0.239130435,0.02173913,0,0.929824561,0.350877193,0.122807018,0,0.052631579,0.01754386,0.964912281,0.98245614,0.350877193,0.807017544,1,0.964912281,0.754385965,0.833333333,0.339622642,0.894736842,0.50877193,0.719298246,0.210526316,0.052631579,0.964912281,0.157894737,0.473684211,0.473684211,0.087719298,0,0.561403509,0.054545455,0,0,0,0,1,0,0,0,0,0,0.482142857,0.01754386,0.263157895,0,0.321428571,0,0.285714286,0,0,0,0,0.912280702,0.912280702,0,0,0,0,0,0,0,0,0,0.385964912,0.070175439,1,0.854166667,1,0.142857143,0,0.142857143,0.285714286,0,0,0.714285714,0,0,0,0,0,0.142857143,0,0,0.12,0,0,0.06,0,0,0,0,0,0.26,0.48,0.56,0.02,0.28,0,0.1,0,0.02,0.02,0.38,0.44,0,0,0,0.58,0,0.298245614,0,#N/A,0.052631579,0.49122807,0.807017544,0.01754386,0.01754386,0.070175439,0.350877193,0.701754386,0,0.140350877,0,0.01754386,0.052631579,0.701754386,0.526315789,0.140350877,0.403508772,0,0.035087719,0.105263158,0.403508772,0.070175439,0,0.456140351,0.49122807,0.438596491,0.526315789,0.105263158,0.280701754,0.192982456,0.01754386,0,0.01754386,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.157894737,1
Salah Al-Din,Balad,5.762711864,5.372881356,0.340160075,0.574387947,0.085451977,0.103448276,0.084745763,0.512079634,0.487920366,0.864864865,0.864864865,0.949152542,0.016949153,0.054054054,0.135135135,0,0.2,0.4,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.176470588,0.5,0,0.166666667,0.166666667,0.583333333,0.166666667,0,0.559322034,0.152542373,0.050847458,0.847457627,0.152542373,0,0.898305085,1,0.508474576,1,0.205882353,0.029411765,0,0,0.029411765,0.029411765,0,0.235294118,0.058823529,0,0,0.13559322,0.610169492,0.101694915,0.033898305,0.016949153,0.050847458,0.93220339,0.93220339,0.576271186,1,0.881355932,0.93220339,0.677966102,0.8,0.720930233,0.86440678,0.389830508,0.508474576,0.186440678,0.016949153,0.966101695,0.101694915,0.474576271,1,0.118644068,0.050847458,0.372881356,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0.5,0.050847458,0.050847458,0,0.098039216,0,0,0,0.016949153,0,0.016949153,0,0,0,0,0.016949153,0.203389831,0.033898305,1,0.921052632,0.970588235,0.4,0,0,0.2,0,0.4,0.8,0,0,0,0,0,0,0,0,0.065217391,0,0,0.02173913,0.02173913,0,0,0,0,0.52173913,0.347826087,0.652173913,0.02173913,0.260869565,0.02173913,0.043478261,0,0.065217391,0,0.02173913,0.326086957,0,0,0,0.673913043,0,0.372881356,0.041666667,0.5,0.338983051,0.271186441,0.406779661,0.186440678,0.322033898,0.06779661,0.440677966,0.372881356,0.152542373,0.033898305,0,0.016949153,0,0.423728814,0.101694915,0.169491525,0.593220339,0.305084746,0.389830508,0.033898305,0.254237288,0.118644068,0.06779661,0.440677966,0.254237288,0.610169492,0.338983051,0.338983051,0.305084746,0.016949153,0,0,0.016949153,0.033898305,0.101694915,0.033898305,0.033898305,0,0.06779661,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.491525424,1
Salah Al-Din,Samarra,6.385964912,5.473684211,0.331371991,0.640480621,0.028147389,0.052631579,0.052631579,0.482341586,0.517658414,0.9,0.9,1,0.122807018,0.025,0.1,0.75,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.019607843,0,0.75,0,0.25,0.25,0.25,0,0,0.543859649,0.263157895,0.210526316,0.842105263,0.157894737,0,1,1,0.789473684,1,0.205128205,0,0,0,0,0,0,0.230769231,0.153846154,0.051282051,0,0.561403509,0.596491228,0.070175439,0,0,0.228070175,1,1,0.228070175,1,0.842105263,0.98245614,0.210526316,0.333333333,0.384615385,0.75,0.649122807,0.596491228,0.105263158,0.01754386,1,0.070175439,0.701754386,0.736842105,0.192982456,0.035087719,0.140350877,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.052631579,0,0.035087719,0.01754386,0,0,0.75,0.01754386,0.01754386,0,0,0.403508772,0.298245614,0,0.035087719,0.035087719,0,0,0,0,0,0,0.245614035,0.052631579,0.979166667,0.739130435,0.823529412,0.866666667,0.333333333,0.133333333,0.133333333,0,0,0.266666667,0,0,0,0,0,0,0,0,0.638888889,0.138888889,0.055555556,0,0.083333333,0.055555556,0.055555556,0.055555556,0,0.277777778,0.083333333,0.25,0.055555556,0.083333333,0,0.027777778,0,0.083333333,0.027777778,0.083333333,0.138888889,0,0,0,0.277777778,0.055555556,0.245614035,0,0.857142857,0.368421053,0.263157895,0.473684211,0.280701754,0.368421053,0.105263158,0.298245614,0.421052632,0.01754386,0.035087719,0.01754386,0,0.035087719,0.49122807,0.210526316,0.263157895,0.578947368,0.49122807,0.140350877,0.122807018,0.175438596,0.052631579,0,0.49122807,0.526315789,0.736842105,0.280701754,0.070175439,0.122807018,0.105263158,0.035087719,0.01754386,0.210526316,0.052631579,0.01754386,0,0,0,0.122807018,0.285714286,1,0,0,0,0.142857143,0,0,0,0,1,0,0,1,0.50877193,1
